path,label
../data/AID/Airport/airport_1.jpg,Airport
../data/AID/Airport/airport_10.jpg,Airport
../data/AID/Airport/airport_100.jpg,Airport
../data/AID/Airport/airport_101.jpg,Airport
../data/AID/Airport/airport_102.jpg,Airport
../data/AID/Airport/airport_103.jpg,Airport
../data/AID/Airport/airport_104.jpg,Airport
../data/AID/Airport/airport_105.jpg,Airport
../data/AID/Airport/airport_106.jpg,Airport
../data/AID/Airport/airport_107.jpg,Airport
../data/AID/Airport/airport_108.jpg,Airport
../data/AID/Airport/airport_109.jpg,Airport
../data/AID/Airport/airport_11.jpg,Airport
../data/AID/Airport/airport_110.jpg,Airport
../data/AID/Airport/airport_111.jpg,Airport
../data/AID/Airport/airport_112.jpg,Airport
../data/AID/Airport/airport_113.jpg,Airport
../data/AID/Airport/airport_114.jpg,Airport
../data/AID/Airport/airport_115.jpg,Airport
../data/AID/Airport/airport_116.jpg,Airport
../data/AID/Airport/airport_117.jpg,Airport
../data/AID/Airport/airport_118.jpg,Airport
../data/AID/Airport/airport_119.jpg,Airport
../data/AID/Airport/airport_12.jpg,Airport
../data/AID/Airport/airport_120.jpg,Airport
../data/AID/Airport/airport_121.jpg,Airport
../data/AID/Airport/airport_122.jpg,Airport
../data/AID/Airport/airport_123.jpg,Airport
../data/AID/Airport/airport_124.jpg,Airport
../data/AID/Airport/airport_125.jpg,Airport
../data/AID/Airport/airport_126.jpg,Airport
../data/AID/Airport/airport_127.jpg,Airport
../data/AID/Airport/airport_128.jpg,Airport
../data/AID/Airport/airport_129.jpg,Airport
../data/AID/Airport/airport_13.jpg,Airport
../data/AID/Airport/airport_130.jpg,Airport
../data/AID/Airport/airport_131.jpg,Airport
../data/AID/Airport/airport_132.jpg,Airport
../data/AID/Airport/airport_133.jpg,Airport
../data/AID/Airport/airport_134.jpg,Airport
../data/AID/Airport/airport_135.jpg,Airport
../data/AID/Airport/airport_136.jpg,Airport
../data/AID/Airport/airport_137.jpg,Airport
../data/AID/Airport/airport_138.jpg,Airport
../data/AID/Airport/airport_139.jpg,Airport
../data/AID/Airport/airport_14.jpg,Airport
../data/AID/Airport/airport_140.jpg,Airport
../data/AID/Airport/airport_141.jpg,Airport
../data/AID/Airport/airport_142.jpg,Airport
../data/AID/Airport/airport_143.jpg,Airport
../data/AID/Airport/airport_144.jpg,Airport
../data/AID/Airport/airport_145.jpg,Airport
../data/AID/Airport/airport_146.jpg,Airport
../data/AID/Airport/airport_147.jpg,Airport
../data/AID/Airport/airport_148.jpg,Airport
../data/AID/Airport/airport_149.jpg,Airport
../data/AID/Airport/airport_15.jpg,Airport
../data/AID/Airport/airport_150.jpg,Airport
../data/AID/Airport/airport_151.jpg,Airport
../data/AID/Airport/airport_152.jpg,Airport
../data/AID/Airport/airport_153.jpg,Airport
../data/AID/Airport/airport_154.jpg,Airport
../data/AID/Airport/airport_155.jpg,Airport
../data/AID/Airport/airport_156.jpg,Airport
../data/AID/Airport/airport_157.jpg,Airport
../data/AID/Airport/airport_158.jpg,Airport
../data/AID/Airport/airport_159.jpg,Airport
../data/AID/Airport/airport_16.jpg,Airport
../data/AID/Airport/airport_160.jpg,Airport
../data/AID/Airport/airport_161.jpg,Airport
../data/AID/Airport/airport_162.jpg,Airport
../data/AID/Airport/airport_163.jpg,Airport
../data/AID/Airport/airport_164.jpg,Airport
../data/AID/Airport/airport_165.jpg,Airport
../data/AID/Airport/airport_166.jpg,Airport
../data/AID/Airport/airport_167.jpg,Airport
../data/AID/Airport/airport_168.jpg,Airport
../data/AID/Airport/airport_169.jpg,Airport
../data/AID/Airport/airport_17.jpg,Airport
../data/AID/Airport/airport_170.jpg,Airport
../data/AID/Airport/airport_171.jpg,Airport
../data/AID/Airport/airport_172.jpg,Airport
../data/AID/Airport/airport_173.jpg,Airport
../data/AID/Airport/airport_174.jpg,Airport
../data/AID/Airport/airport_175.jpg,Airport
../data/AID/Airport/airport_176.jpg,Airport
../data/AID/Airport/airport_177.jpg,Airport
../data/AID/Airport/airport_178.jpg,Airport
../data/AID/Airport/airport_179.jpg,Airport
../data/AID/Airport/airport_18.jpg,Airport
../data/AID/Airport/airport_180.jpg,Airport
../data/AID/Airport/airport_181.jpg,Airport
../data/AID/Airport/airport_182.jpg,Airport
../data/AID/Airport/airport_183.jpg,Airport
../data/AID/Airport/airport_184.jpg,Airport
../data/AID/Airport/airport_185.jpg,Airport
../data/AID/Airport/airport_186.jpg,Airport
../data/AID/Airport/airport_187.jpg,Airport
../data/AID/Airport/airport_188.jpg,Airport
../data/AID/Airport/airport_189.jpg,Airport
../data/AID/Airport/airport_19.jpg,Airport
../data/AID/Airport/airport_190.jpg,Airport
../data/AID/Airport/airport_191.jpg,Airport
../data/AID/Airport/airport_192.jpg,Airport
../data/AID/Airport/airport_193.jpg,Airport
../data/AID/Airport/airport_194.jpg,Airport
../data/AID/Airport/airport_195.jpg,Airport
../data/AID/Airport/airport_196.jpg,Airport
../data/AID/Airport/airport_197.jpg,Airport
../data/AID/Airport/airport_198.jpg,Airport
../data/AID/Airport/airport_199.jpg,Airport
../data/AID/Airport/airport_2.jpg,Airport
../data/AID/Airport/airport_20.jpg,Airport
../data/AID/Airport/airport_200.jpg,Airport
../data/AID/Airport/airport_201.jpg,Airport
../data/AID/Airport/airport_202.jpg,Airport
../data/AID/Airport/airport_203.jpg,Airport
../data/AID/Airport/airport_204.jpg,Airport
../data/AID/Airport/airport_205.jpg,Airport
../data/AID/Airport/airport_206.jpg,Airport
../data/AID/Airport/airport_207.jpg,Airport
../data/AID/Airport/airport_208.jpg,Airport
../data/AID/Airport/airport_209.jpg,Airport
../data/AID/Airport/airport_21.jpg,Airport
../data/AID/Airport/airport_210.jpg,Airport
../data/AID/Airport/airport_211.jpg,Airport
../data/AID/Airport/airport_212.jpg,Airport
../data/AID/Airport/airport_213.jpg,Airport
../data/AID/Airport/airport_214.jpg,Airport
../data/AID/Airport/airport_215.jpg,Airport
../data/AID/Airport/airport_216.jpg,Airport
../data/AID/Airport/airport_217.jpg,Airport
../data/AID/Airport/airport_218.jpg,Airport
../data/AID/Airport/airport_219.jpg,Airport
../data/AID/Airport/airport_22.jpg,Airport
../data/AID/Airport/airport_220.jpg,Airport
../data/AID/Airport/airport_221.jpg,Airport
../data/AID/Airport/airport_222.jpg,Airport
../data/AID/Airport/airport_223.jpg,Airport
../data/AID/Airport/airport_224.jpg,Airport
../data/AID/Airport/airport_225.jpg,Airport
../data/AID/Airport/airport_226.jpg,Airport
../data/AID/Airport/airport_227.jpg,Airport
../data/AID/Airport/airport_228.jpg,Airport
../data/AID/Airport/airport_229.jpg,Airport
../data/AID/Airport/airport_23.jpg,Airport
../data/AID/Airport/airport_230.jpg,Airport
../data/AID/Airport/airport_231.jpg,Airport
../data/AID/Airport/airport_232.jpg,Airport
../data/AID/Airport/airport_233.jpg,Airport
../data/AID/Airport/airport_234.jpg,Airport
../data/AID/Airport/airport_235.jpg,Airport
../data/AID/Airport/airport_236.jpg,Airport
../data/AID/Airport/airport_237.jpg,Airport
../data/AID/Airport/airport_238.jpg,Airport
../data/AID/Airport/airport_239.jpg,Airport
../data/AID/Airport/airport_24.jpg,Airport
../data/AID/Airport/airport_240.jpg,Airport
../data/AID/Airport/airport_241.jpg,Airport
../data/AID/Airport/airport_242.jpg,Airport
